Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video,Description_Score
344434,25544463, kyrieirvings #nbakicks  pick up your own kyrie 3 luck pe tomorrow at footlocker #houseofhoops harlem  boston washington st,3,74042,0,1,0,-2.3676941147365476
778468,25544463,kyrieirving hits the floor to warmup leading his celtics with a 13 game winning streak into tonights game vs golden state nbaontnt,3,69967,0,0,1,1.4800821311463652
604556,25544463,stephencurry30 hits his pregame warmup for warriors   celtics 8pm et nbaontnt,3,67986,0,0,1,0.08060056423619377
736097,25544463,two of the best handles in the game match up tonight as kyrieirving  the celtics host stephencurry30  the warriors 8pm et nbaontnt,3,61254,0,0,1,3.528734026555438
265130,25536885,mood when you put up 46 points 15 rebounds 7 assists 7 blocks joelembiid and 18 points 10 assists 9 rebounds 5 steals bensimmons in sixers w,3,48328,0,1,0,-2.6744548557490027
664426,25536885,what a great birthday present joelembiids jersey off his back from a career night #thisiswhyweplay,3,43391,0,0,1,-0.38191481404392347
601195,25536885,showcasing an array of moves joelembiid dominates with 46 points 15 rebounds 7 assists  7 blocks for the sixers,3,29677,0,0,1,-2.6566063033677647
416365,25536885,wow what a night around the association as 22 teams hit the floor,3,5887,1,0,0,-2.2476820784091203
343883,25536885,monster numbers for joelembiid 46 points 15 rebounds 7 assists 7 blocks  the sixers w,3,4814,0,1,0,-2.644426199713754
719181,25536885,joelembiid so graceful,3,2210,0,0,1,-0.07695803789696332
309823,25525434,bensimmons x zo #nbarooks,2,83791,0,1,0,-1.055245050409496
639378,25525434,bensimmons in transition for the sixers,2,82422,0,0,1,-2.2325993158345177
309823,25525434,timmyjr10 scores 14 in the 4th to lead nyknicks comeback,2,81055,0,1,0,-0.5668130761917889
761337,25525434, russwest44 throws down three aggressive slams,2,78938,0,0,1,0.8870129975542016
639378,25525434,_kw15 on the move plus the foul nbaonespn,2,76804,0,0,1,-0.5712310657918043
761337,25525434, johnwall the wizard,2,75915,0,0,1,-0.3027999629581603
700909,25525434,giannis_an34 protects the paint twice,2,75619,0,0,1,-0.7275383327803329
700909,25525434,gotta go   johnwall,2,73151,0,0,1,-0.4819851616773815
536388,25525434,leading the hornets w  217 ppg  66 apg _kw15 hits his warmup for nbaonespn action vs the cavs #buzzcity,2,69075,0,0,1,-4.056083518365893
590681,25525434,get ready for tonights hornets action 8pm et espn with _kw15s best handles,2,61240,0,0,1,-0.7442276897333071
296964,25525434,caption that  bucks,2,55559,0,1,0,-1.2222869376726144
543222,25525434,"thats where the fun really starts #nbabreakdown

sixers lakers 1030pm et nbaonespn",2,51527,0,0,1,-4.402430751970071
282827,25525434,join us in wishing karltowns of the timberwolves a happy 22nd birthday #nbabday #alleyesnorth,2,29802,0,1,0,-4.639051463909879
383598,25510012,thank you for your service #hoopsfortroops #thisiswhyweplay,2,1189,0,1,0,-0.8508475286842663
370149,25510012,the celtics raptors  spurs each pick ws tuesday night,1,83699,1,0,0,-4.372256931683408
778511,25510012,kyrieirvings wizardry lead the celtics break  jaytatum0 oop,1,81122,0,0,1,-1.2830477896369394
497260,25510012,the streak continues  in a row for the celtics,1,78633,0,1,0,-2.151356990469089
761351,25510012, desmith4 takes flight ,1,75802,0,0,1,0.7881369120025542
700921,25510012,fchwpo breaks free for the windmill slam in brooklyn,1,74697,0,0,1,-0.687429183055967
774641,25510012,the #maskedkyrie takes the floor in brooklyn,1,71038,0,0,1,0.5492321682436546
853430,25510012,kyrieirving warms up from the top of the key ahead of his return to the celtics lineup,1,68492,0,0,1,3.1451037389263274
543232,25510012,through 13 games giannis_an34 is the bucks leader or tied for the lead in points rebounds assists blocks and steals tied with k_mid22 at 48 apg #nbabreakdown,1,58188,0,0,1,-4.2113594287079605
656070,25510012,putting on a show bensimmons throws it down seven times in the sixers w,1,7847,0,0,1,-2.548793380026467
406138,25510012,a wild 9 game night around the association,1,6097,1,0,0,0.06492667619239323
656070,25510012,bensimmons cuts backdoor for the reverse slam from jusanderson1,1,2968,0,0,1,-1.8538460949961482
639390,25510012,joelembiid fakes  slams for the sixers,0,86197,0,0,1,-2.83415085289443
730810,25510012,kevindurant snarls in the ball and knocks down the jumper for the warriors,0,85977,0,0,1,0.7437358942138963
813272,25495383,poetry in motion kingjames to the rack #phantomcam,0,83756,0,0,1,4.025533449394285
592825,25495383,will you accept my shoes   dwyanewade gifts lesdogggg his #nbakicks and walks off with cavs 23 point comeback victory #cavsallaccess,0,79934,0,0,1,-0.7705898462787305
484106,25495383,kingjames leads 23 point cavs comeback with 23 points 12 assists  9 rebounds,0,79720,0,1,0,1.1905359572360545
583271,25495383,johnwall with the slick dime to mgortat13 for the washwizards,0,76069,0,0,1,-2.678106331226992
700934,25495383,giannis_an34 comes out of nowhere for the swat,0,76019,0,0,1,-0.7769867140090007
639402,25495383,dougmcd03  courtneylee electrify the garden crowd,0,75980,0,0,1,-0.3631283431903552
700934,25495383,kellyoubrejr down the lane for the slam,0,75772,0,0,1,-0.5525824132287879
700934,25495383,cross up  under for bradbeal3,0,74081,0,0,1,-1.3972695804939161
774655,25495383,the top #assistsoftheweek which was your fave,0,69897,0,0,1,1.8295757121635126
391459,25495383,as week 5 begins we check in with the stat leaders for the 2017 18 season,0,67598,1,0,0,-3.998337990562624
590702,25495383,nyknicks rook frank_ntilikina cant miss as he warms up for tonights action vs cleveland at msg,0,65014,0,0,1,-1.1969861869602552
709865,25495383,the top 3 handles of the week which was your fave,0,56661,0,0,1,1.553940004180262
728407,25495383,heading back to the hotel following the subway ride the nyc experience #cavsallaccess,0,46092,0,0,1,0.9391218378515317
331271,25478694,the okcthunder houstonrockets detroitpistons  celtics each win on sunday,6,79844,1,0,0,-6.386641982770655
751032,25478694,who did it better stephensonlance or jharden13,6,70990,0,0,1,0.43893933698678933
751032,25478694,jharden13 feeds tarikbblack for one of his 9 first quarter assists,6,68602,0,0,1,3.2880464024552767
421475,25478694,the streak continues  in a row for the celtics,6,64741,0,1,0,-2.151356990469089
699011,25478694,to celebrate his 29th birthday we present russwest44s top 3 crossovers #nbabday,6,55942,0,0,1,-0.28946295435429487
637648,25478694,join us in wishing russwest44 of the okcthunder a happy 29th birthday #nbabday,6,46919,0,0,1,-4.474599523364839
294727,25478694,the warriors cavs bucks spurs nuggets suns  utahjazz also each win to wrap up saturdays action,6,1915,1,0,0,-7.423383642774971
842300,25478694,at 20 years  15 days zo became the youngest player in nbahistory to record a triple double with 19p 12r  13a passing kingjames 20 years old 20 days 1 19 2005,5,86170,0,0,1,1.811241839687652
782535,25463078,sdot1414 leads the warriors break behind his back twice,5,82365,0,0,1,1.2971114607616843
287298,25463078,the houstonrockets nyknicks pelicansnba  washwizards each win in tonights early action,5,81949,1,0,0,-5.3995037696777395
684645,25463078,jokara95 tosses it kennethfaried35 finishes it,5,81050,0,0,1,0.1768540013526438
743672,25463078,boogiecousins  antdavis23,5,78521,0,0,1,-0.6288587533529457
908331,25463078,she said yes #hoopsfortroops #veteransday,5,78185,0,0,1,1.6490102049007893
421173,25463078,59000+ points combined the 6th  7th all time leading scorers show respect #thisiswhyweplay,5,77737,0,1,0,-0.6590020561531214
684645,25463078,frank_ntilikina and kporzee run the pick  roll to perfection,5,75150,0,0,1,-1.6793043524643723
642860,25463078,on #insidestuff 630pm et nbatv isaiahthomas  brings his inspiring message of dreaming big to local boys  girls club in cleveland #thisiswhyweplay,5,53002,0,0,1,-2.0886165157106924
384475,25463078,"to our veterans and their families thank you
#hoopsfortroops #veteransday",5,39980,0,1,0,-1.575202237220691
384475,25463078,#thunderup,5,32343,0,1,0,0.0
348394,25463078, tonights winners on 8 game night,5,3567,1,0,0,-1.5388376765634462
702506,25463078,ygtrece puts up a season high 42 with 9 rebounds  7 assists to lead the okcthunder at home,5,1013,0,0,1,-1.2335905167427879
761406,25449190, giannis_an34 makes it look easy ,4,83478,0,0,1,0.4727509920512504
700972,25449190,louwillville beats the buzzer from distance,4,82467,0,0,1,-1.1212089361055608
639436,25449190,ebled2 tosses it giannis_an34 finishes it,4,80684,0,0,1,-1.1043400309583074
418259,25449190, in a row,4,79954,0,1,0,-0.4470066252873673
639436,25449190,rudygobert27 leads the break alec burks crushes it home for the utahjazz,4,79713,0,0,1,-2.2808646858697017
383043,25449190,walking on air,4,78822,0,1,0,-0.387821942720187
700972,25449190,the stage is yours vicoladipo,4,77980,0,0,1,-0.818738312409886
595553,25449190,they gave him a 50 they gave jordan a 50   michael jordan wins the 1988 nbaallstar slam dunk contest in chicago #nbavault repost nbahistory,4,60615,0,0,1,-1.5918945206823891
664954,25449190,#thebeard jharden13 goes off for 35 points 13 assists 11 rebounds  5 steals to lead the houstonrockets,4,31272,0,0,1,-0.41496893202528184
391734,25449190,staring down the rim,4,7973,0,1,0,0.353766807420423
242847,25449190,the houstonrockets washwizards raptors nuggets and sacramentokings each pick up wins on thursday,4,5934,1,0,0,-8.358104801263234
656130,25433286,jokara95 threads the needle to emmanuelmudiay,4,258,0,0,1,-0.5783378767028434
336025,25433286,congrats to carmeloanthony of the okcthunder for moving up to 24th on the all time scoring list #thisiswhyweplay,3,85101,0,1,0,-6.935998379026925
862418,25433286,kingjames on the attack nbaontnt,3,77871,0,0,1,2.0368376919930653
639448,25433286,unclejg8 throws down 2 of his 20 second quarter points nbaontnt,3,77073,0,0,1,-0.7920343207075017
700985,25433286,not in johnwalls house,3,74250,0,0,1,0.7372692279424551
639448,25433286,antdavis23 flips it behind his back for the pelicansnba,3,74202,0,0,1,-1.3932596606496785
706702,25433286,johnwall with a vengeance #posteralert,3,72346,0,0,1,-0.7192496934055684
639886,25433286,coming off 56 points on sunday jharden13 cant miss ahead of tonights houstonrockets action vs cleveland nbaontnt,3,69213,0,0,1,-2.0936592598117567
726791,25433286,kingjames  dwyanewade hit the floor early in houston 8pm et nbaontnt,3,66849,0,0,1,1.513128683020326
715962,25433286,the first to 10 wins the best of the celtics 10 game win streak ,3,36680,0,0,1,-0.562984049878302
373606,25433286,the celtics orlandomagic detroitpistons miamiheat  warriors each win on wednesday,3,4652,1,0,0,-4.056023169242746
656130,25433286,22wiggins gets to the rim for the timberwolves,3,2806,0,0,1,-1.0562543813745418
807041,25433286,stephencurry30 with the subtle touch pass on the warriors break,3,2539,0,0,1,2.75193424325994
853523,25417131,kyrieirving walks off with 10 straight wins for the celtics,2,81405,0,0,1,1.5698463806201177
384456,25417131,19 points 6 rebounds  4 assists for kyrieirving in celtics 107 96 w,2,81122,0,1,0,1.9259484270303968
853523,25417131,kyrieirving dances houseobayne dunks,2,79639,0,0,1,3.574340243374245
694590,25417131,reggie_jackson drops the slick dime to andredrummondd ,2,78471,0,0,1,-1.1878674297733771
639459,25417131,celtics rook semiojeleye37 gets it to fall,2,76124,0,0,1,-0.9927281309596445
853523,25417131,kyrieirving keeps his dribble alive for the celtics bucket,2,74617,0,0,1,2.4467781943441014
428600,25417131,the celtics  the lakers live on espn,2,72697,0,1,0,-0.9668797534548981
710245,25417131,kyrieirving and the celtics go for their 10th straight win as they host the lakers 8pm et nbaonespn,2,70098,0,0,1,-0.1292848361322464
538896,25417131,zo goes through his warmup routine ahead of tonights lakers action in boston 8pm et nbaonespn,2,67931,0,0,1,-2.790693207829219
590756,25417131,lakers rook kuzmakyle 154ppg 63rpg warms up for tonights espn action in boston,2,66568,0,0,1,-0.9094022049958288
543291,25417131,high flying 22wiggins and the timberwolves visit the defending champs 1030pm et nbaonespn #nbabreakdown,2,48176,0,0,1,-4.344162454538997
784876,25417131, which was your favorite play from tuesdays 10 games,2,35340,0,0,1,0.14125562973034989
383364,25417131,20 teams in action 10 winners on a busy tuesday night,2,4036,1,0,0,-4.709959970468022
639459,25417131,bensimmons elevates for the sixers in utah,1,85820,0,0,1,-2.1248086018921963
639471,25402490,kporzee comes through in the clutch for the nyknicks,1,83967,0,0,1,-1.3725301392083527
761448,25402490, stephensonlance ,1,82987,0,0,1,0.0017887064970495692
862450,25402490,kingjames 30p 9a 8r w and giannis_an34 40p 9r 4b go head to head,1,81087,0,0,1,2.6523802066259132
701010,25402490,johnwall recovers for the chasedown block,1,79749,0,0,1,-1.3169429111842237
701010,25402490,desmith4 shows off his bounce in dc,1,77354,0,0,1,0.7974502807042814
661110,25402490,poetry in motion in the post #phantomcam,1,75072,0,0,1,0.8489884445963983
834725,25402490,in  out and to the rack,1,71256,0,0,1,0.2997233563611648
701010,25402490,vicoladipo powers it baseline for the reverse slam,1,71087,0,0,1,-1.0307112332714632
595585,25402490,8th all time in made 3s bucks coach jason kidds still got it #playersonly nbatv,1,61299,0,0,1,-2.9234925269098
647619,25402490,gotta have some fun within the grind can you make a half court shot in a chair repost gdhayward,1,53187,0,0,1,-0.16297803055348242
722592,25402490,crossovers dunks  dimes the best from monday night,1,29453,0,0,1,2.3763919193068492
441230,25402490,the celtics brooklynnets and warriors were each victorious on monday,1,7180,1,0,0,-3.0051918939117286
736234,25388608,stephencurry30 flips it back to money23green for the warriors triple,1,273,0,0,1,1.181966367780273
853554,25388608,kyrieirvings dazzling dribbling leads celtics to 9th straight win,0,86005,0,0,1,-1.6050540565501936
935695,25388608,more trickery by kyrieirving to create space,0,76344,0,0,1,3.4531260697731585
935695,25388608,swerving through kyrieirving splits the defense with the dribble,0,75061,0,0,1,3.2186655682062995
715746,25388608,countin down the top 10 #assistsoftheweek which was your fave,0,67712,0,0,1,1.6690926185053128
339395,25388608,as week 4 begins we check in with the stat leaders for the 2017 18 season,0,58384,1,0,0,-3.998337990562624
339395,25388608,monday mood,0,44334,0,1,0,0.05089649057749557
552992,25388608,25 years ago today shaq made his nba debut with the orlandomagic #nbavault,0,41187,0,0,1,-1.713372068071648
722605,25388608,the best dunks from week 3 around the association,0,40150,0,0,1,1.6918898761035797
788533,25388608,the best action from a 10 game day around the nba,0,8790,0,0,1,0.44017718509753045
656177,25373062,leading the nyknicks comeback kporzee goes off for career high 40 points  6 blocks,0,2308,0,0,1,-0.2674428379881101
400020,25373062,20 teams in action 10 winners around the association in sundays action,0,760,1,0,0,-3.8744833383867787
894402,25373062, jharden13 go off for career high 56 points on 19 25 fg,6,84215,0,0,1,2.027562417148613
355169,25373062,congrats to spurs coach gregg popovich on moving up to 6th on the all time wins list with 1156,6,82291,0,1,0,-6.1467163027720835
355169,25373062,#thebeard goes off at home with 56 points  13 assists in houstonrockets w,6,81387,0,1,0,-1.4147194935653928
684720,25373062,kporzee skies up for the strong finish for the nyknicks,6,72563,0,0,1,-3.0412698356299748
690305,25373062,jcollins20_ rocks the rim in atlhawks road win #truetoatlanta,6,70981,0,0,1,-1.8137996058865449
853141,25373062,kingjames times the block perfectly for the cavs,6,65555,0,0,1,1.0054516167971992
693444,25373062,blakegriffin32 pump fakes  drives for the slam,6,63238,0,0,1,-0.9587860800100841
766650,25373062,if you run into vicoladipo you might catch him singing one of the new songs off his album songs for you  one day,6,44396,0,0,1,1.2903717035888755
304337,25358849,the memgrizz detroitpistons pelicansnba warriors and timberwolves each won on saturday,5,85547,1,0,0,-3.9510244826173597
807777,25358849,count it for stephencurry30,5,85054,0,0,1,0.9944027398614413
420884,25358849,the warmup,5,79699,0,1,0,0.1846206692394818
756749,25358849,#themanimal kennethfaried35 elevates a mile high,5,78531,0,0,1,1.4312290770878935
624622,25358849,22wiggins  karltowns show off their bounce for the timberwolves,5,76584,0,0,1,-1.132031392591723
893806,25358849, mood,5,74692,0,0,1,0.5714740306093805
315913,25358849,cp3 and jharden13 of the houstonrockets spend the afternoon at a houston middle school surprising students and hosting backpack book drive #thisiswhyweplay,5,67131,1,0,0,-2.5049239217251547
581140,25358849,coming up on #insidestuff kristenledlow sits down with carmeloanthony of the okcthunder #hoodiemelo  nbatv 630pm et,5,48573,0,0,1,-4.9301294325532
868358,25358849,kingjames erupts for an nba season high 57 his second most ever to lead the cavs in dc,5,40589,0,0,1,0.12318190587397494
844329,25358849,above the rim with the best dunk from each game friday night,5,20447,0,0,1,0.4151273672411133
430387,25342209,thats a wrap on fridays action packed night with the final six games,5,6863,1,0,0,-2.3087135939396646
702608,25342209,14 points 11 rebounds  11 assists for bensimmons in the sixers w,5,4630,0,0,1,-2.4806494077607146
394275,25342209,7 straight wins for kyrieirving  the ,5,2235,0,1,0,2.0131615562164185
858175,25342209,#nbakicks as gifts #thisiswhyweplay,5,1570,0,0,1,0.33500274310924005
383633,25342209,kingjames monster night and bensimmons triple double headline tonights first six games,4,85155,1,0,0,-2.3898223994864303
383633,25342209,kingjames monster night and bensimmons triple double headline tonights first six games,4,83404,0,1,0,-2.3898223994864303
761503,25342209, kporzee on both ends,4,82315,0,0,1,0.7159121515486586
774796,25342209,#thisiswhyweplay,4,81584,0,0,1,0.0
639517,25342209,desmith4 brings it way back for the dallasmavs slam,4,80230,0,0,1,-0.7251051135134625
639517,25342209,giannis_an34 skies with the left for the bucks,4,80064,0,0,1,-2.4802477314788374
945515,25342209,this is the best ive felt in my career right now   kingjames following 57 11 7 3 2,4,79544,0,0,1,4.505320486918098
473364,25342209,57 points 11 rebounds 7 assists 3 steals 2 blocks and the cavs w for kingjames,4,78632,0,1,0,1.0262940570736463
347864,25342209,bensimmons notches the second triple double of his career 14p 11r 10a in just his 9th game,4,76939,0,1,0,-3.6723591015346186
927193,25342209, kyrieirving goes through his pregame warmup in okc as the celtics 6 2 seek their 7th straight win,4,75148,0,0,1,2.1850810644664826
706779,25342209,dougmcd03 #posteralert,4,74428,0,0,1,-0.14189152442022201
701061,25342209,derrick rose up  under nbaonespn,4,72772,0,0,1,-0.3203883338692295
430193,25342209,congrats to kingjames of the cavs on becoming the 7th player in nbahistory to surpass 29000 career points #thisiswhyweplay,4,69756,0,1,0,-3.211169092882932
473364,25342209,congrats to kingjames of the cavs for moving up to 12th on the all time field goals made list with 10506 #thisiswhyweplay,4,69465,0,1,0,-3.471272763514563
354508,25342209,pregame in dc the washwizards host the cavs 7pm et nbaonespn,4,66782,1,0,0,-3.801289928926711
590809,25342209,johnwall 216ppg 97apg gets loose for tonights washwizards action 7pm et espn,4,66409,0,0,1,-2.5062956004447265
668469,25342209,kingjames enters tonights cavs action 7pm et vs washwizards nbaonespn averaging career best 89apg #nbabreakdown,4,50278,0,0,1,-1.2059266325844094
561926,25342209, damianlillard steps back for the trailblazers win #phantomcam,4,40742,0,0,1,-1.5779772476748486
601337,25342209,lakers trailblazers comes down to the wire in portland,4,29239,0,0,1,-1.113725741844349
377076,25326418,the trailblazers  warriors each win in tonights nba action,4,4981,1,0,0,-1.6746918851569212
712788,25326418,dame  damianlillard wins it for the trailblazers,4,4372,0,0,1,-1.3594234828546519
719363,25326418,words of encouragement coach steve kerr  1jordanbell,4,753,0,0,1,0.10211429501030092
583387,25326418,greenranger14 punches it home for the spurs nbaontnt,3,74377,0,0,1,-2.580631383903605
588146,25326418,lakers rook zo hits the floor 1030pm et nbaontnt #nbabreakdown,3,72533,0,0,1,-2.9427460428421677
604720,25326418,stephencurry30 280 ppg 3rd in nba hits his pregame warmup for warriors   spurs nbaontnt,3,67266,0,0,1,-0.35297969642318683
710006,25326418,the toughest shots from octobers nba action,3,61755,0,0,1,-0.4598199406414069
739499,25326418,the warriors lead the league in lowest average seconds per touch #nbabreakdown gsw spurs 8pm et nbaontnt,3,50666,0,0,1,0.16671142511239323
659670,25326418,jharden13 puts up 31 points  dishes 9 assists to lead the houstonrockets at msg,3,38214,0,0,1,0.6589326396218498
788591,25326418,the top 5 dunks from octobers nba action,3,10383,0,0,1,1.3567609552058832
415748,25311149,thats a wrap on wednesdays action packed night with the final six games,3,5910,1,0,0,-2.3087135939396646
598617,25311149,danilogallogallinari feeds trezz24 with the slick dime for the laclippers slam,3,431,0,0,1,-3.149957416988784
374598,25311149,tonights early winners on a 12 game night around the association,2,81344,1,0,0,-1.6762792060743834
374598,25311149,fan love from #thebeard in nyc #thisiswhyweplay,2,80556,0,1,0,1.3050786497531062
694678,25311149, bensimmons to the rack for the sixers,2,79969,0,0,1,-1.9966458919511045
281171,25311149,21 points 12 rebounds  6 assists for joelembiid 19 points 13 rebounds  9 assists for bensimmons in sixers w,2,79086,0,1,0,-3.1815796979527646
377605,25311149,#buzzcity ,2,78421,0,1,0,0.0
376099,25311149,,2,77562,0,1,0,0.0
701086,25311149,jamal crawford from distance for timberwolves,2,76202,0,0,1,-0.053815623600542706
701086,25311149,unclejg8 takes it strong to the rack,2,75469,0,0,1,0.4490677763412048
340435,25311149,what made kyleoquinn laugh,2,75409,0,1,0,-0.4541107076849291
853631,25311149,kyrieirving finds a cutting fchwpo for the strong finish,2,73780,0,0,1,1.3054218919765028
701086,25311149,giannis_an34 elevates for the one handed slam,2,73656,0,0,1,-0.9686561851171078
701567,25311149,jharden13 warms up for tonights houstonrockets action on espn,2,69527,0,0,1,0.05955926115076171
710019,25311149,game winners headline the top 5 plays from octobers nba action which was your fave,2,60110,0,0,1,0.13938243929396452
291332,25311149,the pacers suns okcthunder and lakers all pick up wins on halloween,2,4446,1,0,0,-5.749094549755366
656225,25311149,reggie_jackson scoops in the circus lay up for detroitpistons,2,2697,0,0,1,-2.1472733364582473
373879,25300506,all out hustle,1,84864,0,1,0,0.572130412150383
722330,25300506,zo with a lil tap,1,84670,0,0,1,-0.7484054603844533
548309,25300506,dbook puts up 32 while dloading puts up 33 as the suns defeat the brooklynnets,1,80617,0,0,1,-5.12269175400851
722330,25300506,johnhenson31 protects the paint,1,80026,0,0,1,-0.20923022179691136
722330,25300506,dbook in transition,1,74454,0,0,1,-0.4040611593625742
373879,25300506,nan,1,68238,0,1,0,-0.2523729739026617
768949,25300506,the warriors lead the nba in seven statistical categories for team passing #nbabreakdown,1,62853,0,0,1,1.19967150322476
329609,25300506,,1,51327,0,1,0,0.0
808761,25300506,"h a p p y  h a l l o w e e n
",1,43314,0,0,1,0.0
744569,25300506,the best plays from mondays nba action,1,29356,0,0,1,0.9789172970655491
383862,25288092, #posteralert,1,2038,0,1,0,0.0
676122,25288092,kporzee puts up a career high 38 to lead the nyknicks at home,1,57,0,0,1,-1.772967101338501
621426,25288092,poetry in motion 22wiggins #phantomcam,0,81995,0,0,1,0.43255861512983573
722343,25288092,22wiggins attacks the rack,0,81081,0,0,1,0.24961055552631206
715741,25288092, alert courtneylee to kporzee,0,77465,0,0,1,-0.3305487210807479
658932,25288092,karltowns and bam1of1 are flying high in miami,0,76790,0,0,1,-1.8235064382464663
879514,25288092,kyrieirving creating for the celtics,0,76068,0,0,1,2.181072599785788
798317,25288092,countin down the top 10 #assistsoftheweek which was your fave,0,72971,0,0,1,1.6690926185053128
737514,25288092,countin down the top 10 #assistsoftheweek which was your fave,0,63409,0,0,1,1.6690926185053128
731547,25288092,the top 5 dunks from week 2 of the 2017 18 season,0,53857,0,0,1,0.9982587600059434
744582,25288092,the top 5 handles from week 2 of the 2017 18 season,0,44535,0,0,1,0.7453163279791153
744582,25288092,the top 5 plays from week 2 of the 2017 18 season,0,37345,0,0,1,0.5042027303446908
368203,25275707,swipe through to recap sundays action,6,83027,1,0,0,-3.0247731550028725
806423,25275707,kevindurant takes flight for the warriors,6,78162,0,0,1,0.7407490318158163
432924,25275707, guess who ,6,71257,0,1,0,-0.6304140557663863
705544,25275707,vicoladipo lets it fly for the pacers win,6,70309,0,0,1,-2.0518679520186605
594588,25275707,paulmillsap4 threads the needle to thats_g_ for the nuggets bucket,6,67641,0,0,1,-3.565638401825029
651807,25275707,giannis_an34 takes on the atlhawks,6,64630,0,0,1,-1.2565592840783493
776137,25275707,the  east leading orlandomagic 4 1 have scored 110+ points in each of their games,6,58344,0,0,1,-0.3378256778517542
727266,25275707,russwest44 notches the 82nd triple double of his career with 12 points 13 rebounds 13 assists,6,45281,0,0,1,-2.775670403976568
797254,25275707,the best action from around the nba saturday night,6,32227,0,0,1,1.096683083638136
376558,25275707,swipe through to recap saturdays 7 game slate,6,3998,1,0,0,-2.7140968080280397
793619,25275707,boogiecousins notches his first triple double of the season with 29p 12r 10a,6,2372,0,0,1,-1.6622229239358604
705557,25263846,spidadmitchell shows off the bounce for the utahjazz,5,84279,0,0,1,-1.6174101311406681
773456,25263846,howd bensimmons do that,5,77826,0,0,1,-0.3438714914878578
360378,25263846,with tonights triple double in chicago russwest44 has officially gotten one vs each of the other 29 franchises in his career,5,77555,0,1,0,-2.837533301673485
705557,25263846,no brotherly love between jeriangrant  jeramigrant,5,74776,0,0,1,0.7864485141278185
745016,25263846,flyght5 gets out and runs the floor for the warriors,5,53391,0,0,1,1.4214878408905662
663434,25263846,karltowns leads the timberwolves with 33 points 19 boards  4 blocks,5,43816,0,0,1,-1.5615067888522083
663434,25263846,kyle_lowry7 puts up a triple double 11 10 12 to lead the raptors in la,5,37304,0,0,1,-4.086826171862329
674301,25263846,get an inside look into 2017 #kiaroy malcolmbrogdon92s off season prep on #insidestuff 630pm et nbatv,5,29001,0,0,1,-2.394724885949781
405540,25263846,swipe through for tonights recap as 14 teams hit the floor,5,4849,1,0,0,-4.525361193596665
793648,25258953,not in brookiethewookie11s paint,5,794,0,0,1,0.27756113051829867
297878,25258953,jimmybutler x ygtrece #thebrotherhood,4,83005,0,1,0,-0.4179506586970322
382316,25258953,steve kerr pays tribute to warriors legend al attles with tonights attire,4,82703,0,1,0,0.3418359702316933
722878,25258953,jharden13 notches his first triple double of the season for the houstonrockets with 27p 11a 10r,4,82019,0,0,1,-2.023593517659476
658967,25258953,d_dedmon3 attacks dofficialmutombo is impressed,4,75901,0,0,1,-1.3569006499575846
714923,25258953,"stephencurry30 is ballin this season in the #curry4 
what will he do next uabasketball",4,68424,0,0,1,1.3851898019784343
819213,25250396,57 feet in 2 dribbles spinning through the defense giannis_an34  kyrieirving show off #nbabreakdown,4,57618,0,0,1,2.2393510530968963
744636,25250396,the best action from around the nba thursday night,4,40460,0,0,1,0.8139252267784406
619637,25250396,41 points 23 rebounds 6 assists and the pelicansnba victory for boogiecousins in his return to sacramento,4,31708,0,0,1,-3.1171688016445382
902523,25250396,kyrieirving breaks out an array of moves in the celtics road w,4,11268,0,0,1,3.1906428410815675
283902,25237395,the pelicansnba laclippers celtics chicagobulls  memgrizz each pick up ws thursday night,4,5026,1,0,0,-6.472647336365792
459794,25237395,#grindcity ,4,4081,0,1,0,0.0
621854,25237395,blakegriffin32 from downtown for the laclippers win tissotus #thisisyourtime,4,2985,0,0,1,-1.947455595566855
368795,25237395,ballgame #thisisyourtime,4,2306,0,1,0,-0.47158525712697835
658991,25237395,the sacramentokings welcome back boogiecousins,3,83408,0,0,1,-1.29996237808649
384601,25237395, back at the mecca,3,81755,0,1,0,-0.6027477072822466
658991,25237395,davidnwabas swat sparks the chicagobulls break,3,80510,0,0,1,-1.6168841614509823
658991,25237395,desmith4 gets defensive for the dallasmavs,3,78871,0,0,1,-1.1860743193913925
879593,25237395,kyrieirving uses his handles to break free for the celtics,3,76435,0,0,1,1.9663902138782952
608800,25237395,the master of the finger roll therealiceman44 on giannis_an34,3,67525,0,0,1,-1.5434944505947756
555356,25237395,catch sacramentokings rook swipathefox in action tonight 1030pm et nbaontnt,3,60393,0,0,1,-4.546980719374174
554768,25237395,"the length  athleticism of giannis_an34 #nbabreakdown 
 celtics bucks 8pm et nbaontnt",3,48445,0,0,1,-4.293822493207283
744650,25237395,the best action from around the nba wednesday night,3,33829,0,0,1,0.6420389903759903
391758,25237395,20 teams in action 10 winners wednesday night,3,6350,1,0,0,-4.052246544693376
394903,25237395, mood ,3,4002,0,1,0,0.5714740306093805
659003,25224453,28 points 16 assists  10 rebounds for russwest44 to lead okcthunder at home,2,86098,0,0,1,-2.8215363899198684
659003,25224453,pushat305 punches it home for the miamiheat,2,81312,0,0,1,-2.1771649978292764
291510,25224453,russwest44 notches his 81st career triple double for the okcthunder,2,80471,0,1,0,-3.985652760064207
