Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
729162,27005632, stevenadams micd up for the okcthunder ,6,17839,0,0,1
792027,27005632, damianlillard scores 19 in the 4th including the game winner to lead the trailblazers,6,6569,0,0,1
404631,27005632,swipe through to recap saturdays action,6,2873,1,0,0
868247,27005632,juliusrandle30  plus the foul,6,1707,0,0,1
771904,26989100, damianlillard scores his 19th point of the 4th for the trailblazers w,5,84704,0,0,1
710637,26989100,damianlillard gets up for the trailblazers putback,5,83556,0,0,1
846188,26989100,spidadmitchell  beats the buzzer,5,82454,0,0,1
716433,26989100,jimmybutler grants a wish with makeawishamerica tonight at home #thisiswhyweplay,5,81716,0,0,1
786669,26989100,the warriors move the ball in transition for the money23green slam #nbaonabc,5,81654,0,0,1
740664,26989100,stephencurry30 sets up zazapachulia for the slam #nbaonabc,5,80439,0,0,1
948528,26989100,kyrieirving and fchwpo connect for the slam,5,79510,0,0,1
927620,26989100, bam ,5,78196,0,0,1
779025,26989100,get up troywilliams_,5,78139,0,0,1
716433,26989100,dwyanewade and the miamiheat remember those affected by the recent tragedy at marjory stoneman douglas high school in parkland florida #msdstrong,5,73183,0,0,1
740664,26989100,russwest44 hit the game winner in his last game  stephencurry30 scored 44 in his last game the two pgs hit the floor for tonights #nbaonabc action,5,72067,0,0,1
781739,26989100,not in joelembiids house,5,67853,0,0,1
788950,26989100,yes,5,64453,0,0,1
732682,26989100,the runnin warriors host the okcthunder 830pm et #nbaonabc #nbabreakdown,5,57363,0,0,1
732943,26989100," the unmatched intensity of russwest44 
okcthunder warriors 830pm et #nbaonabc",5,41220,0,0,1
457336,26989100,the mood in houston winners of 11 straight ,5,35119,0,1,0
732515,26989100,45 points 17 rebounds 5 steals and 5 blocks for antdavis23 the first such stat line,5,28740,0,0,1
435760,26989100,22 teams hit the floor on an action packed friday night,5,7307,1,0,0
401227,26989100,juliusrandle30 notches his first triple double of the season for the lakers,5,2827,0,1,0
799347,26989100,kuuuuz kuzmakyle punches it home,5,1389,0,0,1
352179,26976706,what a line by antdavis23 the first player with at least 40 points 15 rebounds 5 blocks and 5 steals in a game,4,85353,0,1,0
320060,26976706,jokara95 notches his sixth triple double of the season for the nuggets with 28 11 11,4,84024,0,1,0
727584,26976706,trezz24 with authority,4,83495,0,0,1
368012,26976706, straight wins for the houstonrockets,4,83119,0,1,0
727584,26976706,by any means necessary giannis_an34,4,81084,0,0,1
727584,26976706,cp3 with the rock,4,80872,0,0,1
727584,26976706,jvalanciunas punch s it home to force ot,4,79646,0,0,1
797602,26976706,move the ball,4,77049,0,0,1
866367,26976706, the fake or the shimmy,4,76435,0,0,1
727584,26976706,antdavis23 rises up for the oop,4,76310,0,0,1
320060,26976706,"congrats to cp3 of the houstonrockets for moving up to 12th on the nbas all time steals list 
#rockets #thisiswhyweplay",4,76235,0,1,0
895143,26976706,kingjames sets up indianageorge3,4,75242,0,0,1
797602,26976706,dont blink,4,74841,0,0,1
727584,26976706,bradbeal3 with the steal  trey,4,74471,0,0,1
885894,26976706,kyrieirving to the rack for the celtics,4,72694,0,0,1
353755,26976706,we salute the pioneers #nbabhm,4,42959,1,0,0
396314,26976706,12 teams in action six winners thursday night,4,7466,1,0,0
626309,26976706,with just 1 second left russwest44 catches and shoots the tissotus buzzer beater for the okcthunder win #thisisyourtime,4,2483,0,0,1
360170,26976706,the thrill of a tissotus buzzer beater #thisisyourtime,4,2192,0,1,0
626320,26964965,russwest44 with the tissotus buzzer beater for the okcthunder win #thisisyourtime,4,1143,0,0,1
663724,26964965,danilogallogallinari from halfcourt to end the half for the laclippers,3,85891,0,0,1
727597,26964965,kevindurant attacks the rim off the dribble,3,85267,0,0,1
339963,26964965,russwest44 notches his 18th triple double of the season for the okcthunder,3,85028,0,1,0
714257,26964965,stephencurry30 pulls up to beat the first quarter buzzer nbaontnt,3,83591,0,0,1
797617,26964965, vince carter off the dribble,3,82371,0,0,1
692026,26964965,50 pts in his last regular season game kevindurant hits the floor for tonights warriors action on nbaontnt,3,79763,0,0,1
663724,26964965,bensimmons sets up joelembiid with the no look,3,77864,0,0,1
895159,26964965,kingjames gets it to fall off the contact nbaontnt,3,76625,0,0,1
605458,26964965,emmanuelmudiay tosses and timmyjr10 finishes for the nyknicks,3,73228,0,0,1
674595,26964965,larrydn7 makes his cavs home debut where his fathers #22 hangs #thisiswhyweplay,3,72694,0,0,1
605458,26964965,the hard to guard bradbeal3 warms up for tonights washwizards action nbaontnt,3,68513,0,0,1
833726,26964965,kingjames to beat the buzzer one of the nbaontnt #legendarymoments,3,66906,0,0,1
563906,26964965,expressmen stylin ahead of tonights chicagobulls action its denzelvalentine #nbagamechangers,3,62874,0,0,1
563906,26964965,the cavs 8pm et nbaontnt vs washwizards move the ball to find the best shot #nbabreakdown,3,59646,0,0,1
736867,26964965,which is your favorite assist of the season so far,3,50396,0,0,1
743142,26964965, rolling out the red carpet nbaallstar was the place to be ,3,31281,0,0,1
851603,26964965,the best play from each of kingjames nbaallstar mvp performances 200620082018 #nbaallstar #nbavault repost nbahistory,3,5210,0,0,1
669150,26950543, jmglitxh27 micd up in the #kickstartrisingstars game repost nbaallstar,2,77856,0,0,1
259742,26950543,66 top players 36 countries #nbaallstar weekend the nba nbaacademy and fiba hosted the 4th annual #bwbglobal camp  asphaltchronicles,2,69226,1,0,0
755059,26950543,the 2018 #nbaallstar game ends with a defensive stop by #teamlebron #nbabreakdown,2,58535,0,0,1
618185,26950543, laurimarkkanen micd up in the #kickstartrisingstars game repost nbaallstar,2,49951,0,0,1
768513,26950543,#teamlebron moves the ball for the crunchtime bucket #nbaallstar #nbabreakdown,2,43415,0,0,1
745802,26950543, nerd x mettenarrative  #nbaallstar,2,1289,0,0,1
902493,26930890, kingjames micd up in the 2018 nbaallstar game  #teamlebron,1,77552,0,0,1
720109,26930890, stephencurry30 micd up in the 2018 nbaallstar game  #teamstephen,1,77172,0,0,1
401489,26930890,trapped #nbaallstar,1,74184,0,1,0
742904,26930890,tracy asked  received #nbakicks,1,66020,0,0,1
677688,26930890,which was your favorite slam from #nbaallstar weekend repost nbaallstar,1,61074,0,0,1
742904,26930890,legendary respect #thisiswhyweplay,1,56194,0,0,1
348335,26930890,f a m i l y #thisiswhyweplay,1,48830,0,1,0
683459,26930890,from sunday  mike_2reckless advanced to the #gleaguedunk finals with this jam repost nbagleague,1,38533,0,0,1
629211,26930890,dequanmjones soars from behind the backboard for the first 50 #gleaguedunk repost nbagleague,1,37151,0,0,1
674030,26930890,giannis_an34 x stephencurry30 #nbaallstar repost nbaallstar,1,9833,0,0,1
804166,26905305,the 2018 #nbaallstargame as heard around the world,0,80733,0,0,1
810725,26905305,that was fun #nbaallstar #nbamixtape,0,76102,0,0,1
260817,26905305," shaq x kobebryant 
a must see interview 8pm et nbatv",0,62608,0,1,0
283569,26905305,la memories kendricklamar had california ready with an americanexpress card member only performance #amexnba,0,57378,0,1,0
283569,26905305,the wonderful #nbavoices performance by andradaymusic and common from #nbaallstar saturday,0,51252,1,0,0
313275,26905305,"in the #nbaallstar spotlight 
 natlyphoto",0,46951,1,0,0
756156,26905305,the best reactions from the 2018 #nbaallstar game,0,43620,0,0,1
756156,26905305,thats what you wanted and we gave it to yall #nbaallstar,0,39808,0,0,1
762323,26905305,the best of #teamstephen #nbaallstar,0,36016,0,0,1
440072,26905305,#nbaallstar captains kingjames and stephencurry30 fill it up  sap,0,24711,0,1,0
681076,26905305, joelembiid micd up in the 2018 nbaallstar game,0,21796,0,0,1
334256,26905305,thank you nerd pharrell #nbaallstar,0,17465,0,1,0
831875,26905305,the best of #teamlebron #nbaallstar,0,12782,0,0,1
825145,26905305,the 2018 #nbaallstar game concludes in thrilling fashion,0,8550,0,0,1
1015172,26905305,kingjames finishes with 29 points 10 rebounds and 8 assists to lead #teamlebron to victory,0,6165,0,0,1
367799,26905305,congrats to the afterschoolallstars winners of $350000 with tonights #teamlebron victory,0,3058,0,1,0
1015172,26905305,kingjames signs off from the 2018 #nbaallstar game,0,1180,0,0,1
500491,26905305,2018 #kiaallstarmvp kingjames of the cavs #teamlebron #nbaallstar,0,891,0,1,0
435957,26873604,#teamlebron defeats #teamstephen 148 145 on kingjames 29 10 8 #nbaallstar,6,85916,0,1,0
395310,26873604,victorious,6,85612,0,1,0
861053,26873604,the final possession to secure a #teamlebron victory,6,84854,0,0,1
1067990,26873604,kingjames 29p 10r 8a hoists the 2018 #nbaallstar mvp trophy #kiaallstarmvp,6,84734,0,0,1
861053,26873604,the thrill of #nbaallstar victory,6,83911,0,0,1
326493,26873604,hornets owner michael jordan receives a commemorative ball as the 2019 nbaallstar host city from jeanie buss and steve ballmer,6,83543,0,1,0
326493,26873604,pharrell featuring special guest migos at #nbaallstar halftime performance,6,81866,0,1,0
845267,26873604,stephencurry30 tosses up the floater #nbaallstar,6,81771,0,0,1
326493,26873604,kevindurant x kyrieirving #nbaallstar,6,81625,0,1,0
395310,26873604,denied,6,81315,0,1,0
785464,26873604,vicoladipo breaks free for the reverse #nbaallstar,6,81084,0,0,1
831345,26873604,russwest44 to kingjames on #phantomcam #nbaallstar,6,81000,0,0,1
395310,26873604,russ #nbaallstar,6,80570,0,1,0
966353,26873604,kingjames to antdavis23 #nbaallstar,6,80518,0,0,1
1059349,26873604,kingjames with the left #nbaallstar,6,80439,0,0,1
861053,26873604,the #nbaallstar captains,6,80390,0,0,1
395310,26873604,#nbaallstar squad,6,79823,0,1,0
956368,26873604,kyrieirving x giannis_an34 #nbaallstar,6,77288,0,0,1
359258,26873604,2018 #verizondunk champ spidadmitchell in the building,6,76336,0,1,0
974235,26873604,kingjames bounces it to antdavis23 #nbaallstar #teamlebron,6,75266,0,0,1
437704,26873604, kingjames #nbaallstar kicks,6,74615,0,1,0
868076,26873604,#teamlebron #nbaallstar kicks,6,74544,0,0,1
395310,26873604,nan,6,74489,0,1,0
1129585,26873604,the captains meet for pregame #nbaallstar talk kingjames stephencurry30 ,6,71989,0,0,1
861053,26873604,we live in los angeles #nbaallstar,6,69440,0,0,1
868076,26873604,#teamstephen takes their 2018 #nbaallstar portrait,6,68981,0,0,1
801960,26873604,#teamlebron takes their 2018 #nbaallstar portrait,6,67868,0,0,1
900034,26873604,kingjames greets kids from makeawishamerica ahead of tonights #nbaallstar game #thisiswhyweplay,6,67047,0,0,1
787257,26873604,#teamstephen captain stephencurry30 arrives #nbaallstar,6,66092,0,0,1
342974,26873604,#wethenorth x #teamstephen,6,63639,0,1,0
603830,26873604,5x nbaallstar al_horford of the celtics is the first to arrive #teamstephen,6,61441,0,0,1
788201,26873604,"sound up here we go baby yea that dunk contest it was so crazy 
#nbasoundup  gallo_locknez",6,57882,0,0,1
724873,26873604,"#teamstephen bringin the fire they reppin #nbasoundup

 gallo_locknez  8pm et nbaontnt",6,51367,0,0,1
724873,26873604,"thats #teamlebron man we in for a treat #nbasoundup 
 gallo_locknez  8pm et nbaontnt",6,47565,0,0,1
809646,26873604,paying tribute to the past #verizondunk,6,42547,0,0,1
362311,26873604, #verizondunk,6,40203,0,1,0
809646,26873604,the best of the #verizondunk,6,37625,0,0,1
614589,26873604,sdinwiddie_2508 dbook and spidadmitchell come out on top at #statefarmsaturday,6,32781,0,0,1
298045,26873604,give it up for #jbl3pt champ dbook of the suns,6,23531,0,1,0
367409,26873604,new hardware for spidadmitchell #verizondunk,6,17557,0,1,0
785478,26847930,sdinwiddie_2508 poses through for the #tacobellskills w,5,86047,0,0,1
670273,26847930,larrydn7 throws down the double tap #phantomcam,5,84150,0,0,1
351591,26847930,2018 #verizondunk champ spidadmitchell of the utahjazz,5,82280,0,1,0
861068,26847930,for vince #phamtomcam,5,82114,0,0,1
616420,26847930,spidadmitchell leaps over kevinhart4real in the #verizondunk #phantomcam,5,81971,0,0,1
675740,26847930,desmith4 switches hands to the left #phantomcam #verizondunk,5,81697,0,0,1
675740,26847930,poetry in motion spidadmitchell off the second backboard #phantomcam #verizondunk,5,81549,0,0,1
861068,26847930,he double tapped it #verizondunk,5,80356,0,0,1
785478,26847930,larrydn7 goes quick change to reenact his fathers dunk #verizondunk,5,79614,0,0,1
785478,26847930,spidadmitchell opens up the #verizondunk,5,79026,0,0,1
351591,26847930,2018 #tacobellskills champ dbook of the suns,5,78909,0,1,0
351591,26847930,2018 #tacobellskills champ sdinwiddie_2508 of the brooklynnets,5,78012,0,1,0
853198,26847930,dbook puts up #jbl3pt record 28 points,5,77880,0,0,1
791885,26847930,klaythompson gets hot in the #jbl3pt #statefarmsaturday,5,76466,0,0,1
425697,26847930,courtside for #statefarmsaturday,5,74572,0,1,0
389979,26847930,desmith4 is rockin the new #uaheatseeker all star edition tonight,5,71905,1,0,0
784647,26847930,ygtrece is locked in for tonights #jbl3pt russwest44 has his back  #nbaallstar,5,71180,0,0,1
425697,26847930,the #verizondunk field #nbaallstar,5,70693,0,1,0
667350,26847930,dwighthoward throws the cape in 2008 #nbabreakdown #verizondunk 8pm et nbaontnt,5,65006,0,0,1
277222,26847930,hall of famers congrats to 2018 hoophall curt gowdy media award recipients adbphotoinc and dorisaburke,5,61909,0,1,0
372303,26847930, #statefarmsaturday tonight ,5,58854,0,1,0
407314,26847930,kingjames bronny  bryce after #nbaallstar practice #thisiswhyweplay,5,54241,0,1,0
369338,26847930,kd x lj #nbaallstar #teamlebron,5,50667,0,1,0
737802,26847930,get pumped for tonights #verizondunk 8pm et nbaontnt with our slam dunk flow #nbasoundup  gallo_locknez,5,46658,0,0,1
744608,26847930,vince carter breaks out the honey dip dunk in 2001 #nbabreakdown #verizondunk 8pm et nbaontnt,5,42666,0,0,1
809661,26847930, the #kickstartrisingstars micd up,5,33787,0,0,1
388605,26847930,join is wishing nba legend michael jordan a happy 55th birthday #nbabday,5,25579,0,1,0
883532,26847930,who had the best dunk at the #kickstartrisingstars,5,18233,0,0,1
435356,26847930,the future #kickstartrisingstars,5,14249,1,0,0
890738,26847930,the #lakeshow crew #kickstartrisingstars,5,10187,0,0,1
805970,26847930,26 points off the bench for bogdanbogdanovic to lead the world team #kickstartrisingstars,5,2576,0,0,1
735230,26831507,bogdanbogdanovic of the sacramentokings takes home the #kickstartrisingstars hardware,5,1699,0,0,1
351843,26831507,bogdanbogdanovic takes home the #kickstartrisingstars mvp,4,86016,0,1,0
733611,26831507,jcollins20_ punches it home #kickstartrisingstars,4,83203,0,0,1
739595,26831507,after winning 2018 #kickstartrisingstars mvp with 26 points bogdanbogdanovic dishes out a postgame assist #thisiswhyweplay,4,83044,0,0,1
319755,26831507,bogdanbogdanovic of the sacramentokings and world team wins the 2018 #kickstartrisingstars mvp,4,82852,0,1,0
733611,26831507,bensimmons drops the sweet dime in the world team #kickstartrisingstars victory,4,82200,0,0,1
733611,26831507,jaytatum0 gets the bounce after the whistle #kickstartrisingstars,4,81498,0,0,1
733611,26831507,embiid with a joelembiid shows off for the world team #kickstartrisingstars,4,80122,0,0,1
631120,26831507,poetry in motion spidadmitchell uses the window #kickstartrisingstars #phantomcam,4,79314,0,0,1
804210,26831507,they jamming #kickstartrisingstars,4,78576,0,0,1
669210,26831507,spidadmitchell shows out nbaontnt #kickstartrisingstars,4,77277,0,0,1
319755,26831507,the ruffles baller for a day winners present quavohuncho with the #rufflescelebgame mvp hardware,4,75987,0,1,0
387151,26831507,the #kickstartrisingstars us team ready for gametime on tnt #nbaallstar,4,72979,0,1,0
290593,26831507,expressmen #nbagamechangers jcollins20_ and jmglitxh27 arrive for the #kickstartrisingstars,4,71773,1,0,0
387151,26831507,the #kickstartrisingstars world team ready for gametime on tnt #nbaallstar,4,71589,0,1,0
726906,26831507, iamjamiefoxx micd up espn #rufflescelebgame,4,71441,0,0,1
742958,26831507,whos ready for the #rufflescelebgame on espn,4,67671,0,0,1
618241,26831507,strength no weakness pregame pushups justinbieber x demarjaysmith #rufflescelebgame,4,66755,0,0,1
665311,26831507,stephencurry30 leads the charge for his squad jrnba day #thisiswhyweplay,4,59406,0,0,1
305261,26831507,the 2018 #rufflescelebgame tips off 7pm et espn you got the clippers or lakers,4,49947,0,1,0
254145,26831507,#blackpanther chadwickboseman joins nba superheroes kevindurant and kobebryant at the nba tech summit #nbaallstar ,4,46209,1,0,0
277421,26831507,#blackpanther chadwickboseman joins commissioner adamsilvernba in surprise appearance at the nba all star tech summit in la  explains why nba players are real life superheroes #nbaallstar,4,45015,0,1,0
321186,26831507,the stat leaders heading into tonights #nbaallstar #kickstartrisingstars 9pm et nbaontnt,4,43015,1,0,0
353418,26831507,the year of the dog #nbacny,4,37809,0,1,0
1012933,26831507,kyrieirving has fun with kids at the childrens hospital of la as part of #nbaallstar #thisiswhyweplay,4,4677,0,0,1
681113,26831507,jokara95 30p 17a 15r and giannis_an34 36p 13a 11r fill it up,4,2803,0,0,1
339640,26820654,the nuggets and timberwolves each win in tonights action,3,85561,1,0,0
727689,26820654,fan love for jokara95 following his historic night 30p 17a 15r,3,81826,0,0,1
339640,26820654,giannis_an34 notches his 9th career triple double for the bucks with 36p 13a 11r,3,80619,0,1,0
727689,26820654,jokara95 notches the first half triple double 16p 11r 10a with 154 to play in the 2nd quarter,3,79997,0,0,1
727689,26820654,jokara95 caps off his first half triple double with a great behind the back dime,3,76266,0,0,1
514468,26820654,1ngram4 shows off his expressmen style ahead of tonights lakers action 9pm et nbaontnt #nbagamechangers,3,66199,0,0,1
618252,26820654,as justinbieber returns to the #rufflescelebgame 7pm et friday espn we throw it back to his mvp performance in 2011 repost nbaallstar,3,48219,0,0,1
267800,26820654,justinbieber and quavohuncho join the #rufflescelebgame rosters 7pm et espn,3,45162,0,1,0
624177,26820654,kevindurant 50p and damianlillard 44p w duel in portland,3,32393,0,0,1
681137,26801941,the washwizards come back from down 27 and the sixers come back from down 24 in tonights action,3,8687,0,0,1
420507,26801941,24 teams hit the floor in wednesdays nba action,3,6375,1,0,0
312928,26801941,elfrid notches his first triple double for the suns with 13p 11r 12a,2,84502,0,1,0
359812,26801941,#takenote the utahjazz have won  straight,2,84331,0,1,0
714361,26801941,stephencurry30 threads the needle to javalemcgee in portland,2,83000,0,0,1
727702,26801941,spidadmitchell crosses to the rim,2,81653,0,0,1
663820,26801941,jarriusrobertson x antdavis23,2,81092,0,0,1
312928,26801941,russwest44 notches his 17th triple double of the season for the okcthunder with 20p 12r 15a,2,80402,0,1,0
312928,26801941,bensimmons notches his 6th career triple double with 18p 12r 10a for the sixers,2,78862,0,1,0
727702,26801941,josh_j11 gets fancy in transition,2,78061,0,0,1
727702,26801941,demar_derozan splits the defense to beat the buzzer,2,77952,0,0,1
727702,26801941,the utahjazz share the ball in transition,2,77914,0,0,1
727702,26801941,cp3  vince carter trade buckets,2,76021,0,0,1
727702,26801941,supermariohezonja glides to the rim,2,75635,0,0,1
605546,26801941,kuzmakyle and bull1trc talk ball and fashion as they scope out the racks at dickssportinggoods in la,2,74338,0,0,1
378886,26801941,nan,2,71322,0,1,0
514478,26801941,off the recordand on a whole new level follow houseofhoops for something big coming this all star weekend iam1cent jaytatum0 footlocker #nbakicks,2,59292,0,0,1
350046,26801941, x ,2,40329,0,1,0
387483,26801941,12 teams hit the floor in tuesdays action,2,4152,1,0,0
320029,26801941,jokara95 notches his 4th triple double of the season for the nuggets with 23p 13r 11a,2,3615,0,1,0
746686,26801941, _tonyparker09 goes spin cycle,2,1185,0,0,1
402721,26788765,class of 98 vince x dirk,1,83412,0,1,0
663832,26788765,teamswish saves it for the larrydn7 slam late,1,83018,0,0,1
663832,26788765,jordanclarksons stops on a dime for the cabs bucket,1,80323,0,0,1
727715,26788765,jabariparker with the left,1,78048,0,0,1
770223,26788765,kingjames spins and slams for the cavs #phantomcam,1,77968,0,0,1
727715,26788765,vince carter takes flight for the sacramentokings,1,76793,0,0,1
727715,26788765,demar_derozan caps his 19 point third quarter in style,1,76431,0,0,1
797747,26788765,bill russell on respect,1,73722,0,0,1
797747,26788765,whatever works,1,72579,0,0,1
563998,26788765,the spurs 1030pm et nbaontnt move the ball and manuginobili adds some flair #nbabreakdown,1,65729,0,0,1
693885,26788765,its kobebryant kingjames me   kevinhart4real micd up at #nbaallstar through the years repost nbaallstar,1,58512,0,0,1
348009,26788765,"get ready 
its time to register your team for the first ever #jrnbaworldchampionship jrnbacom",1,54592,0,1,0
695477,26788765,the #splashbros put on an amazing shooting exhibition in toronto one of the #legendarymoments in nbaallstar history,1,44765,0,0,1
388010,26788765,#takenote the utahjazz have won  straight,1,1697,0,1,0
803551,26788765,stephencurry30 off the dribble,1,1364,0,0,1
727729,26776254,coach andre,0,82920,0,0,1
663844,26776254,zachlavine8s steal  slam wins it for the chicagobulls,0,81008,0,0,1
663844,26776254,tjmcconnell notches his first career triple double with 10p 10r 11a off the sixers bench,0,77978,0,0,1
797761,26776254,rollin on the rim,0,75598,0,0,1
663844,26776254,atf_33 punches it home for the sixers,0,75290,0,0,1
737001,26776254,nan,0,62601,0,0,1
343047,26776254,ahead of week 18 nba action we check in with the stat leaders for the 2017 18 season,0,44123,1,0,0
328025,26776254,"happy 84th birthday to 11x champ and 5x mvp hall of famer bill russell 
#nbabday #celtics repost nbahistory",0,34120,0,1,0
368920,26759980,#thetruths moment through the  lens of brian_babs_babineau #thankyoupaul,0,4836,1,0,0
395015,26759980,16 teams hit the floor in sundays nba action,6,86165,1,0,0
746893,26759980,#34 to the garden rafters forever #thankyoupaul #phantomcam,6,72523,0,0,1
722447,26759980,the moment paulpierces celtics #34 goes to the rafters in boston #thisiswhyweplay,6,69315,0,0,1
710804,26759980,emmanuelmudiay cuts backdoor for the nyknicks,6,68430,0,0,1
697196,26759980,the cavs take tonights #nbaonabc matchup 121 99,6,64454,0,0,1
423828,26759980,"congrats to kingjames of the cavs for moving up to 7th on the all time field goals made list

#allforone #thisiswhyweplay",6,62769,0,1,0
731652,26759980,the current celtic daps up the former celtics #thisiswhyweplay #thankyoupaul,6,61873,0,0,1
635991,26759980,teamswish rocks the rim for the cavs #nbaonabc,6,59265,0,0,1
657512,26759980,kyrie x lebron #nbaonabc #phantomcam,6,58804,0,0,1
311462,26759980,the man of the hour #thetruth paulpierce #thankyoupaul,6,57833,0,1,0
290303,26759980,in the building for paulpierce 2008 championship celtics teammates tic_pix rajonrondo and coach doc rivers #thankyoupaul,6,57245,1,0,0
342718,26759980,its gametime #nbaonabc,6,56479,0,1,0
940302,26759980,long journey that we got ahead of us kingjames  #nbaonabc,6,55131,0,0,1
667423,26759980,following todays cavs celtics the celtics will raise paulpierces #34 to the rafters #thankyoupaul,6,50022,0,0,1
697196,26759980,some familiar faces and new faces as the cavs arrive in boston #nbaonabc,6,48831,0,0,1
872117,26759980,"kingjames comes through on both ends #nbabreakdown 
cavs celtics
330pm et #nbaonabc",6,42559,0,0,1
876479,26759980, coach pop ,6,8623,0,0,1
409862,26759980,congratulations to steve kerr of warriors on becoming the fastest coach in nbahistory to reach 250 career wins #dubnation,5,85103,0,1,0
772086,26759980,desmith4 zips it inside maximiliankleber does the rest ,5,82738,0,0,1
819753,26743966, klaythompson rocks the rim on #nbaonabc ,5,79736,0,0,1
779222,26743966,oh my willy b buckets willthethrillb5 on the move,5,78669,0,0,1
386609,26743966,rajonrondo 22p 12a 10r notches his second triple double of the season and 31st of career,5,72668,0,1,0
839039,26743966,steph range stephencurry30 from the halfcourt circle 4 times prior to warriors   spurs #nbaonabc,5,69907,0,0,1
781938,26743966,antdavis23 from distance to close out the first quarter ,5,67312,0,0,1
720294,26743966," greenranger14 micd up  
 spurs warriors

 830pm et

 #nbaonabc",5,49974,0,0,1
733129,26743966,"the spurs way move the ball
 spurs warriors

 830pm et

 #nbaonabc",5,37200,0,0,1
988188,26743966,droppin dimes kingjames dishes a career high 19 assists,5,30101,0,0,1
876494,26743966,dwyyyyyyyyyyaaaaane waaaaaaaaadde,5,18454,0,0,1
868483,26743966,damedamianlillard goes off for 50 in just 29 minutes of action,5,8726,0,0,1
435059,26743966,a busy night around the association,5,5911,1,0,0
799565,26728009,damianlillards got 50 after three,5,1470,0,0,1
729374,26728009,zachlavine8s slam sparks the chicagobulls comeback,5,613,0,0,1
727768,26728009,clear the way for spidadmitchell,4,83652,0,0,1
796961,26728009, vince carter yall  #thisiswhyweplay repost sacramentokings,4,83355,0,0,1
663880,26728009,welcome back jimmybutler and tajgibson22,4,82567,0,0,1
727768,26728009,thats why hes in the dunk contest  spidadmitchell,4,79370,0,0,1
478453,26728009,kingjames notches his 10th triple double of the season for the cavs with 22 points 17 assists  12 rebounds,4,78467,0,1,0
478453,26728009,"congrats to kingjames of the cavs for moving up to 10th on the nbas all time free throws made list 
#allforone #thisiswhyweplay",4,76703,0,1,0
663880,26728009,blakegriffin23 protects the paint for the detroitpistons,4,75248,0,0,1
663880,26728009,dwyanewade buries the triple for his first bucket back with the miamiheat,4,74762,0,0,1
386888,26728009,double dunk,4,72745,0,1,0
727768,26728009,welcome back dwyanewade,4,72544,0,0,1
239843,26728009,karltowns rocking rickandmorty themed #nbakicks timberwolves x chicagobulls 930 pm et on nbaonespn,4,71467,1,0,0
663880,26728009,joelembiid breaks out some all star moves for the sixers,4,70067,0,0,1
559476,26728009,ahead of tonights timberwolves action 930pm et nbaonespn we showcase jimmybutlers clutch buckets,4,65589,0,0,1
574090,26728009,ahead of his return to the miamiheat tonight we flash back to this dwyanewade tissotus buzzer beater #thisisyourtime,4,42115,0,0,1
353177,26728009,swipe through to recap thursdays action,4,33332,1,0,0
395666,26728009,swipe through to recap tonights action,4,4878,0,1,0
681199,26728009,ygtrece shakes bakes and sets up stevenadams,4,942,0,0,1
903540,26728009, the warriors toss it the length of the floor twice,3,86326,0,0,1
727781,26706824,fchwpo gets loose in transition,3,79319,0,0,1
1055161,26706824, kyrieirving ,3,75825,0,0,1
797819,26706824,theres a block party in toronto,3,73767,0,0,1
605611,26706824,we showcase russwest44 the distributor ahead of tonights okcthunder nbaontnt action 1030pm et,3,70037,0,0,1
221015,26706824,hornets guard _kw15 has been named by nba commissioner adamsilvernba to replace injured knicks forward kristaps porzingis on #teamlebron in the 2018 #nbaallstar game repost nbaallstar,3,64222,0,1,0
465567,26706824,ahead of tonights celtics nbaontnt action 8pm et vs washwizards we showcase jaytatum0 and fchwpos handles,3,51973,0,0,1
618551,26706824, for our recap flow of the epic timberwolves cavs ot thriller   gallo_locknez,3,32458,0,0,1
361371,26706824,join us in wishing klaythompson of the warriors a happy 28th birthday #nbabday,3,29012,0,1,0
918745,26706824,coming through on both ends kingjames swat  shot win it for the cavs,3,18251,0,0,1
681212,26706824,the cavs 21 and timberwolves 19 combine for nba record 40 made threes,3,10124,0,0,1
823461,26693538,all the angles of kingjames epic tissotus buzzer beater for the cavs win #thisisyourtime,2,84585,0,0,1
378616,26693538,ballgame,2,82338,0,1,0
981571,26693538,we call that a walk off homer   kingjames,2,82188,0,0,1
823461,26693538,kingjames buries the tissotus buzzer beater for the cavs win #thisisyourtime,2,81988,0,0,1
468223,26693538,kingjames notches his 9th triple double of the season for the cavs with 33p 15a 10r,2,81139,0,1,0
727795,26693538,the_1_dragon stops on a dime,2,79730,0,0,1
663904,26693538,dloading threads the needle for the allencrabbe bucket,2,76469,0,0,1
981571,26693538,kingjames with the fake  slam,2,75121,0,0,1
727795,26693538,the_1_dragon breaks it down to the rim,2,74603,0,0,1
551873,26693538,"the spurs defense 2nd in defensive rating 1016 leads to the dejountemurray slam #nbabreakdown  spurs suns
 1030pm et  espn",2,73251,0,0,1
791083,26693538, cp3 to jharden13 ,2,72956,0,0,1
804341,26693538,good luck son #thisiswhyweplay,2,72734,0,0,1
816798,26693538,jimmybutler x kingjames nbaonespn now,2,71898,0,0,1
378616,26693538,jamal x isaiah the brotherhood,2,71623,0,1,0
